chrom	start	end	gene_name	fg_pleio_degree	pleio_degree	pleio_degree_maxindep	pleio_degree_locuswide
			RP11-354K1.1		2.0	1.0	3.0
			AL356310.1				3.0
			FDPSP8				3.0
			RP11-354K1.2		2.0	1.0	3.0
			RP11-261C10.4				1.0
			RP11-261C10.5				1.0
			AC092782.1				1.0
			RP11-406H21.2				1.0
			TRDMT1		1.0		2.0
			VIM		1.0		2.0
			RP11-124N14.3				2.0
			VIM-AS1		1.0		2.0
			ST8SIA6		1.0		2.0
			ARMC3		1.0		1.0
			RP11-135A24.4				1.0
			AL391839.1				1.0
			RNU6-1244P				1.0
			RP11-135A24.2				1.0
			LINC01001				1.0
			PIGCP1				1.0
			DEPDC7				1.0
			TCP11L1		1.0		1.0
			CSTF3				1.0
			RNA5SP341				1.0
			RN7SKP259				1.0
			RP11-624G17.3				1.0
			RTN4RL2				1.0
			RNU7-59P				1.0
			DKFZP434E1119				1.0
			PAK1				1.0
			SIDT2				3.0
			RP11-253E3.1				1.0
			TSPAN9-IT1				1.0
			RND1		1.0		1.0
			RNU6-600P				1.0
			RP11-302B13.1				1.0
			CACNB3				1.0
			DDX23				1.0
			RP11-302B13.5		1.0		1.0
			CCDC65				1.0
			FKBP11				1.0
			AC073610.5		1.0		1.0
			RNU6-940P				1.0
			WNT1				1.0
			ARF3				1.0
			WNT10B				1.0
			DDN		1.0		1.0
			RP11-386G11.3				1.0
			RP11-386G11.5				1.0
			PRKAG1				1.0
			KMT2D				1.0
			PRPF40B				1.0
			RP11-133N21.10				1.0
			FAM186B				1.0
			RP11-133N21.12				1.0
			TMBIM6				1.0
			FMNL3		1.0		1.0
			ITGA5				1.0
			RNU5E-5P				1.0
			RNA5SP367				1.0
			SPIC		1.0		1.0
			FAM109A				2.0
			AL138706.1				1.0
			CSNK1A1L				1.0
			SUPT20H		1.0		1.0
			RP11-747H7.3				1.0
			SPG21				1.0
			RP11-10O17.1		1.0		3.0
			RP11-10O17.3		2.0		2.0
			RP11-151H2.1				2.0
			SCAMP5				3.0
			AC092377.1		1.0		2.0
			RN7SL381P				3.0
			C16orf74				3.0
			GINS2				3.0
			RP11-81A22.5				2.0
			ATP6V0CP1				2.0
			RN7SL171P				2.0
			PLD2				2.0
			AC012146.7				2.0
			RP11-46I8.1				2.0
			ZFP3				2.0
			ZNF232		1.0		2.0
			USP6				2.0
			RP11-46I8.3		1.0		2.0
			ZNF594				1.0
			SCIMP		1.0		1.0
			RP11-333E1.2				1.0
			RP11-333E1.1		1.0		1.0
			RPS27AP1				1.0
			RP11-401O9.4		1.0		1.0
			RP11-401O9.3				1.0
			MYH13				1.0
			RP11-686D22.5				1.0
			RP11-686D22.4				1.0
			RP11-686D22.7				1.0
			RP11-686D22.8				1.0
			RP11-686D22.3				1.0
			SLFN12				1.0
			RP5-875H18.4				1.0
			RP11-893F2.13				1.0
			RP11-893F2.14				1.0
			ITGA3				1.0
			PDK2				1.0
			SAMD14		1.0		1.0
			PPP1R9B				1.0
			AC002401.1				1.0
			SGCA				1.0
			HILS1				1.0
			RP11-178C3.6				1.0
			CTD-2319I12.5				1.0
			HEATR6				1.0
			CTD-2319I12.2				1.0
			CTD-2319I12.1		1.0		1.0
			CTD-2319I12.4				1.0
			CTD-2319I12.3				1.0
			KRT18P8				1.0
			CTC-550B14.8				1.0
			NCR1				1.0
			AC003682.16				2.0
			AC003682.17				2.0
			ZSCAN4				2.0
			ZIK1				2.0
			ZNF530				2.0
			ZNF134				2.0
			ZNF211		2.0		2.0
			ZNF551				1.0
			AC003006.7				1.0
			GALNT14				1.0
			XDH		1.0		1.0
			AC015969.3		1.0		1.0
			CNRIP1				1.0
			KRT8P10				1.0
			DUSP19				1.0
			AC064871.3				1.0
			NUP35		1.0		1.0
			ABCB6				2.0
			AC068946.1				2.0
			ANKZF1				2.0
			STK16				1.0
			ATG9A				2.0
			GLB1L				2.0
			DTYMK				1.0
			ATG4B				1.0
			AC133528.2		1.0		1.0
			AP5S1				1.0
			RP11-119B16.2				1.0
			MAVS		1.0		1.0
			PANK2		1.0		1.0
			MIR103A2				1.0
			RNF24				1.0
			PPIAP2				1.0
			ABHD12		2.0	1.0	2.0
			RP11-261P9.4				1.0
			STX16-NPEPL1		1.0		1.0
			MIR296				1.0
			MIR298				1.0
			AL035250.1		1.0		1.0
			RP4-614C15.2				1.0
			RP4-614C15.3		1.0		1.0
			RP11-157P1.4				1.0
			MIR4758				1.0
			RP11-157P1.5				1.0
			ADRM1				1.0
			CABLES2				1.0
			AF127577.10				3.0
			AF127577.11				3.0
			NRIP1		3.0		3.0
			RN7SL389P				1.0
			XXbac-B135H6.18				1.0
			THAP7				1.0
			THAP7-AS1				1.0
			AC002472.1				1.0
			CRKL				1.0
			XXbac-B135H6.15		1.0		1.0
			AIFM3				1.0
			TUBA3FP				1.0
			RN7SL385P				2.0
			LGALS1		1.0		2.0
			SH3BP1				2.0
			Z83844.1				2.0
			PDXP				2.0
			GGA1		1.0	1.0	2.0
			RNU6-900P				1.0
			C22orf23				1.0
			RP5-1039K5.17				1.0
			MICALL1		1.0		1.0
			SOX10				1.0
			EIF3L				1.0
			POLR2F				1.0
			MIR4534				1.0
			MIR4270				1.0
			RN7SL110P				1.0
			HACL1		1.0		1.0
			MIR563				1.0
			AC090945.1				1.0
			RN7SL859P				2.0
			RPL29P11				1.0
			RNU6-1227P		1.0		1.0
			WDR48				2.0
			RP11-2G17.1				2.0
			TM4SF1-AS1		1.0	1.0	2.0
			RP11-278L15.2				2.0
			TM4SF18		1.0		1.0
			TM4SF1				2.0
			RP11-206M11.7				1.0
			RNU6-838P				1.0
			RNU6-868P				1.0
			TEC				1.0
			OTP				1.0
			CLINT1		1.0		1.0
			GPR110		1.0		1.0
			GPR115				2.0
			RP11-52J3.3				1.0
			RP11-52J3.2				1.0
			RP3-403L10.3				1.0
			PVRIG				3.0
			AC005071.1				3.0
			GATS		2.0		3.0
			RN7SL161P				1.0
			AC087269.2		1.0		2.0
			RP11-62H7.3		1.0		2.0
			RP11-981G7.3				4.0
			RP11-981G7.6				4.0
			PRSS55		1.0	1.0	4.0
			PRSS51		4.0	1.0	4.0
			SUB1P1				6.0
			RP11-297N6.4		2.0	2.0	6.0
			RP11-589N15.2				6.0
			CTSB		2.0		6.0
			FDFT1		6.0	3.0	6.0
			RP11-589N15.1				3.0
			RP11-10C8.2		1.0		2.0
			MTND4P7				2.0
			GNRH1				1.0
			RP11-395I14.2				1.0
			KCTD9				1.0
			RP11-642D21.1				1.0
			RP11-642D21.2				1.0
			AC105049.1				1.0
			RN7SL22P				2.0
			CA9				2.0
			MSMP		1.0		2.0
			RP11-112J3.15				2.0
			ARHGEF39				2.0
			TPM2		1.0		3.0
			TLN1		1.0		3.0
			CREB3		1.0		3.0
			GBA2				3.0
			RGP1		1.0		2.0
			OR7E108P				1.0
			SYK		3.0	1.0	3.0
			RP11-535M15.2		2.0		2.0
			RP11-535M15.1				2.0
			ZNF510				2.0
			CTSV				2.0
			HIATL2		2.0		2.0
			CTD-2026C7.1		2.0		2.0
			SCNN1D				1.0
			CPSF3L		1.0	1.0	1.0
			RP5-890O3.9				1.0
			TAS1R3				1.0
			RP5-902P8.10				1.0
			PUSL1				1.0
			GLTPD1		1.0		1.0
			AURKAIP1				1.0
			GNL2				1.0
			RSPO1		1.0	1.0	1.0
			RP11-108L7.15				1.0
			PDZD7				1.0
			SFXN3				1.0
			KAZALD1		1.0	1.0	1.0
			RNA5SP350		1.0	1.0	1.0
			RP11-89C3.3				1.0
			MIR5693				1.0
			RP11-24B19.4				1.0
			SERPINE3		1.0	1.0	1.0
			INTS6		1.0	1.0	1.0
			RP11-24B19.3				1.0
			RNU6-234P		2.0	2.0	2.0
			AC016999.2				2.0
			TRAF3IP1		1.0		2.0
			ASB1				2.0
			RNU6-739P				1.0
			ADAMTS9-AS1		1.0	1.0	1.0
			RP11-601I15.1				1.0
			PDGFRA		1.0	1.0	1.0
			TRMT112P2				1.0
			CTD-2201I18.1		1.0	1.0	1.0
			THBS4		1.0		1.0
			SERINC5				1.0
			LINC00525				1.0
			HUS1		1.0	1.0	1.0
			PKD1L1				1.0
			RP4-740C4.7				1.0
			RP4-740C4.9				1.0
			RP4-740C4.8				1.0
			AL513477.1				1.0
			RER1		1.0	1.0	1.0
			PEX10				1.0
			PLCH2				1.0
			RP5-930J4.5				2.0
			RP5-930J4.2				2.0
			SH2D5		2.0	1.0	2.0
			RP5-930J4.4				2.0
			HP1BP3				2.0
			LDLRAD2		1.0	1.0	1.0
			RP11-420K8.1				6.0
			RNU6-1058P				1.0
			RP11-184I16.3				1.0
			RP11-184I16.4				1.0
			RP4-713B5.2		2.0	1.0	5.0
			DR1		3.0	2.0	5.0
			RP11-350G8.9				4.0
			MYO3A		1.0	1.0	1.0
			RP11-435M3.2				1.0
			GAD2				1.0
			PRELID1P3				5.0
			AL391421.1				2.0
			RP11-400G3.3		1.0	1.0	1.0
			MTND4P20				1.0
			CYP2C58P				1.0
			CYP2C9				1.0
			RP11-285F16.1		1.0	1.0	1.0
			WNT8B				1.0
			KCNIP2				1.0
			C10orf76		1.0	1.0	1.0
			PITX3				1.0
			AL160011.1				1.0
			NFKB2				1.0
			FBXL15				1.0
			MIR146B		1.0	1.0	1.0
			C10orf95				1.0
			RP11-18I14.11				1.0
			PSD				1.0
			CUEDC2				1.0
			RP11-18I14.10				1.0
			TMEM180				1.0
			SIGIRR				1.0
			PKP3				1.0
			RP11-50B3.1				1.0
			RP11-50B3.4				1.0
			RNU4-86P				1.0
			RN7SL351P				1.0
			RP11-50B3.2				1.0
			RPUSD4		1.0	1.0	1.0
			FAM118B				1.0
			RP11-712L6.7				3.0
			B3GAT1		1.0	1.0	1.0
			RP11-627G23.1				1.0
			GLB1L2				1.0
			RP11-680A11.5				1.0
			C12orf10				1.0
			ESPL1				1.0
			PFDN5				1.0
			PRR13				1.0
			RP11-793H13.8				1.0
			PCBP2				1.0
			FHP1				1.0
			AKAP11				1.0
			TNFSF11		2.0	1.0	1.0
			AL139318.1				1.0
			TGDS		1.0	1.0	1.0
			GPR180				1.0
			COL4A2-AS2		1.0	1.0	1.0
			COL4A2-AS1				1.0
			EIF2B2				1.0
			RP11-950C14.3				1.0
			RPS6KL1				1.0
			PGF		1.0	1.0	1.0
			FOS				1.0
			RP11-293M10.5		1.0	1.0	1.0
			RP11-293M10.2				1.0
			RP11-293M10.4				1.0
			RP11-490O6.2				1.0
			SNN				1.0
			TXNDC11		1.0	1.0	1.0
			AC009095.4				2.0
			RP11-432I5.2		1.0	1.0	1.0
			MARVELD3				1.0
			PHLPP2				1.0
			RPL39P31				1.0
			CTD-2545G14.2		1.0	1.0	1.0
			CLEC10A		1.0	1.0	1.0
			CTB-131K11.1				2.0
			RP11-613C6.2				2.0
			RP11-304F15.7				1.0
			RP11-304F15.3				1.0
			TAC4				1.0
			RP11-304F15.6				1.0
			RP11-304F15.4		1.0	1.0	1.0
			MIR635				2.0
			ARSG		1.0		3.0
			RP11-120M18.2		2.0	1.0	2.0
			WIPI1		2.0	1.0	2.0
			PRKAR1A				1.0
			RP11-640A1.3				1.0
			RP11-640A1.4				1.0
			TNFRSF11A		1.0	1.0	1.0
			RNU6-195P				1.0
			SNRPA				1.0
			ITPKC				1.0
			C19orf54				1.0
			CTC-490E21.13		1.0	1.0	1.0
			AC092071.1				1.0
			CYP2B7P1				1.0
			CYP2B6		1.0	1.0	1.0
			CYP2A7P1				1.0
			CYP2G2P				1.0
			AC013472.4				2.0
			AC013472.3				1.0
			MIR4780				1.0
			SMYD1				1.0
			FABP1		1.0	1.0	1.0
			IL36B				7.0
			MIR3679				1.0
			MGAT5		1.0	1.0	1.0
			RNA5SP104				1.0
			AC005235.1		1.0	1.0	1.0
			RP11-544H14.1				1.0
			WDR12		1.0	1.0	1.0
			DDRGK1				1.0
			ITPA		1.0	1.0	1.0
			LZTS3				1.0
			RP4-738P15.1				1.0
			RP4-738P15.4				1.0
			GINS1		1.0	1.0	1.0
			VN1R108P		1.0	1.0	1.0
			RP13-401N8.1				1.0
			ZNF337				1.0
			FAM182B		1.0	1.0	1.0
			RP4-760C5.5		1.0	1.0	1.0
			RP4-760C5.3		1.0	1.0	1.0
			CTD-2514C3.1				1.0
			Z95114.4				2.0
			Z95114.5				2.0
			Z95114.6				2.0
			Z95114.7				2.0
			MTND1P10				2.0
			APOL3		2.0	2.0	2.0
			APOL4				2.0
			Z95114.3				2.0
			RP5-1104E15.6				1.0
			MGAT3				1.0
			HSBP1P2				1.0
			ELOVL6		1.0	1.0	1.0
			SLC1A3		1.0	1.0	1.0
			CTD-2353F22.1		1.0		1.0
			ATP6AP1L		1.0	1.0	1.0
			NRSN1		1.0	1.0	1.0
			SNORD46		1.0	1.0	1.0
			KAAG1				1.0
			RNU6-391P		1.0	1.0	1.0
			MRS2		1.0	1.0	1.0
			GPLD1		1.0	1.0	1.0
			ALDH5A1		1.0	1.0	1.0
			KRT8P43				2.0
			RP3-369A17.4		1.0	1.0	1.0
			RP3-369A17.2				1.0
			RP11-682N22.1				1.0
			GPR22				1.0
			RN7SL178P				1.0
			OR7E158P		1.0	1.0	2.0
			RP11-333A23.1		1.0	1.0	1.0
			RP11-333A23.4				1.0
			NCOA2				1.0
			TNFRSF11B		1.0	1.0	1.0
			RNU6-12P				1.0
			RP11-278I4.1				1.0
			RP11-278I4.2				1.0
			COLEC10		1.0	1.0	1.0
			MIR939				1.0
			MIR1234				1.0
			ADCK5				1.0
			RP11-490D19.11		1.0	1.0	1.0
			ZNF189				1.0
			RP11-490D19.6				1.0
			TMEM246				1.0
			RP11-490D19.8				1.0
			CELP		1.0	1.0	1.0
			CEL				2.0
			FAM163B				2.0
			DBH-AS1				1.0
			LL09NC01-254D11.1		2.0	2.0	2.0
			RNU6-810P				1.0
			RP5-1073O3.2				1.0
			RAB25				1.0
			MEX3A				1.0
			AL355388.1				1.0
			LAMTOR2				1.0
			RP11-256K7.1				1.0
			RP11-375N9.2				1.0
			RP1-74B13.2		1.0		1.0
			RPL29P25				1.0
			TMCO3		1.0		1.0
			TFDP1				1.0
			RN7SL595P				1.0
			RN7SL707P				1.0
			KIAA0101		1.0		2.0
			TRIP4				1.0
			RP11-46I8.4				1.0
			CTC-524C5.2				1.0
			CTC-524C5.5				1.0
			DERL2				1.0
			NUP88				1.0
			RPAIN		1.0		1.0
			C1QBP				1.0
			DHX33				1.0
			RABEP1				1.0
			AC068669.1				1.0
			RAPGEFL1				1.0
			CD209				2.0
			RPL21P129				2.0
			CLEC4GP1				2.0
			CLEC4G				2.0
			CLEC4M		2.0		2.0
			AC006486.1				1.0
			ERF				1.0
			PAFAH1B3				1.0
			DEDD2				1.0
			GSK3A				1.0
			AC006486.9				1.0
			CIC		1.0		1.0
			PRR19				1.0
			TMEM145				1.0
			ZNF526				1.0
			HMGN2P20				1.0
			RPL36AP13				1.0
			AC016727.1		1.0		1.0
			RP11-355B11.1				1.0
			AC016727.3				1.0
			RNU6-1145P				1.0
			AC012370.2				1.0
			AC012370.3		1.0		2.0
			AC074391.1		3.0		3.0
			KYNU		1.0		1.0
			COX5BP7				2.0
			FUNDC2P4		1.0		1.0
			CBX7		1.0		2.0
			AC098614.3				1.0
			RP11-222K16.2				1.0
			HNRNPA1P22				2.0
			RP11-431M7.3				1.0
			RP11-431M7.2				1.0
			DTHD1		1.0		1.0
			RP11-447E20.1		1.0		1.0
			AC008674.1				1.0
			CTB-43E15.4		1.0		1.0
			CTB-43E15.3				1.0
			RP1-151F17.1				1.0
			RP1-151F17.2				1.0
			HSF2				1.0
			RNU6-200P		1.0		2.0
			RNU6-10P				2.0
			C9orf64		1.0		2.0
			KIF27		2.0		3.0
			RNY4P18		1.0	1.0	2.0
			RP11-1K3.1				3.0
			MIR140				1.0
			CLEC18A				1.0
			RP11-542A14.2		1.0		2.0
			RP11-542A14.1				2.0
			RP4-633I8.4				1.0
			RNU2-15P				2.0
			RP4-630A11.3				2.0
			LEPROT		1.0	1.0	2.0
			DNAJC6		1.0	1.0	2.0
			RN7SL854P		1.0		2.0
			RP11-454L1.2				1.0
			MIR4742				2.0
			WDR26		1.0		2.0
			CNIH3		1.0		1.0
			RP11-452K12.6				2.0
			RP11-452K12.7				2.0
			MIR3189				3.0
			LRRC25		2.0	1.0	3.0
			AC008397.1				4.0
			AC008073.9				2.0
			AC009228.1				2.0
			AC008073.7				2.0
			FAM228A		2.0	1.0	2.0
			RP11-299H21.1				1.0
			TMEM87B		1.0		1.0
			AC009506.1				1.0
			AC009961.2				2.0
			AC009961.3		2.0	1.0	2.0
			RP11-723O4.9				1.0
			RP11-723O4.3				1.0
			RP11-723O4.2				1.0
			ACPL2		1.0		1.0
			MFSD7				2.0
			RP11-1191J2.4				2.0
			RP11-440L14.4				2.0
			AC139887.4				2.0
			MYL5				2.0
			PCGF3		2.0	1.0	2.0
			RP11-440L14.1				2.0
			HMGA1P2				2.0
			COX18				1.0
			HNRNPA1P55				1.0
			CXCL1P		1.0		1.0
			PF4				1.0
			PPBP				1.0
			CXCL5				1.0
			CXCL3				1.0
			RP11-57B24.1				2.0
			MRPS36				1.0
			CCDC125		1.0		1.0
			CDK7		1.0		1.0
			RP11-256G5.1				3.0
			UBR2		3.0	1.0	3.0
			RP1-111C20.3				1.0
			RSPH3				1.0
			RP1-111C20.4		1.0		1.0
			TAGAP		1.0		1.0
			RP11-33I11.3		1.0		1.0
			AC022182.2				1.0
			PREX2		1.0		1.0
			KB-1254G8.1				1.0
			KB-1507C5.3				1.0
			AZIN1		1.0		1.0
			KB-1507C5.2		1.0		1.0
			RPL9				1.0
			LIAS				1.0
			RP11-1299A16.3				1.0
			TSPAN5		1.0		1.0
			ADH7				1.0
			RP11-397C12.1				1.0
			RNU4-88P				1.0
			AQP10				2.0
			MPTX1				1.0
			OR10J2P				1.0
			OR10J3				1.0
			OR10J7P				1.0
			OR10J8P				1.0
			FCER1A				1.0
			RP11-550P17.5		1.0	1.0	1.0
			OR10J1				1.0
			RP11-180D21.3		1.0	1.0	1.0
			RP11-419N10.5		1.0	1.0	1.0
			DUSP23				1.0
			SLAMF8				1.0
			SNORD64				1.0
			C1orf204				1.0
			FCRL6		1.0	1.0	1.0
			CH25H				1.0
			AL353751.1				1.0
			RP11-149I23.3				1.0
			AC004812.1				2.0
			PXN-AS1				1.0
			RPS20P31				1.0
			NME2P1				1.0
			RNU4-2				1.0
			RNU4-1				1.0
			RPLP0				1.0
			PXN		1.0	1.0	1.0
			RNU6-1088P		1.0	1.0	1.0
			SIRT4		1.0	1.0	1.0
			RP11-883G14.4				1.0
			SOD1P2		1.0	1.0	1.0
			RP11-437L7.1		1.0	1.0	1.0
			RP11-973H7.1				1.0
			SLC4A1AP		1.0	1.0	4.0
			AC074091.13		2.0	2.0	3.0
			AC079753.4				1.0
			AC079753.5				1.0
			IL37		1.0	1.0	1.0
			AL080243.1				1.0
			RP11-95M15.1		1.0	1.0	1.0
			RP11-95M15.2				1.0
			RP11-356I2.1				1.0
			AC002480.2				2.0
			AC002480.5				2.0
			AC005682.5		1.0	1.0	1.0
			SNORD93				1.0
			AC005682.7				1.0
			TOMM7				1.0
			AC005682.6				1.0
			AC005682.8				1.0
			PP13004				1.0
			RP11-196O2.1				1.0
			AC083864.3		1.0	1.0	1.0
			GS1-259H13.2				1.0
			ZSCAN25				1.0
			BTBD7P2		1.0		1.0
			FOXA2		1.0		1.0
			RP4-788L20.3				1.0
			GPR139		2.0		2.0
			FMNL1				1.0
			RN7SL807P				1.0
			RP11-395N3.1				1.0
			RP11-395N3.2				1.0
			RHBDD1				1.0
			UBE2J2				1.0
			RP11-118A3.1		1.0	1.0	1.0
			AC012485.2				1.0
			SLC27A6		2.0	1.0	3.0
			HMGB3P9				1.0
			RP4-790G17.7				2.0
			CA14				2.0
			APH1A				2.0
			C1orf54				2.0
			C1orf51				2.0
			RP3-395P12.2				1.0
			RP11-341B24.3		1.0	1.0	1.0
			RP11-603J24.9				1.0
			PA2G4				1.0
			RP11-603J24.17				1.0
			RPL41				1.0
			ZC3H10				1.0
			RP11-603J24.6				1.0
			RP11-603J24.5				1.0
			ESYT1				1.0
			RP11-44N21.4				1.0
			AL928742.1				1.0
			AL928742.2				1.0
			AL928742.12				1.0
			IGHE				1.0
			IGHA2				1.0
			RP11-731F5.1				1.0
			IGHG2				1.0
			RP11-731F5.2				1.0
			ELK2AP				1.0
			AL928768.3		1.0	1.0	1.0
			IGHA1				1.0
			AL901608.1				1.0
			IGHEP1				1.0
			IGHG1				1.0
			IGHGP				1.0
			IGHD2-15				1.0
			IGHD1-14				1.0
			IGHD6-13				1.0
			IGHD5-12				1.0
			IGHD4-11				1.0
			IGHD3-10				1.0
			IGHD3-9				1.0
			IGHD2-8				1.0
			IGHD1-7				1.0
			IGHD6-6				1.0
			IGHD5-5				1.0
			IGHD4-4				1.0
			IGHD3-3				1.0
			IGHD2-2				1.0
			KIAA0125				1.0
			IGHD1-1				1.0
			IGHV6-1				1.0
			IGHVII-1-1		1.0	1.0	1.0
			ADAM6				1.0
			AB019441.29				1.0
			IGHV1-2				1.0
			AC009677.1		2.0	1.0	2.0
			AC021818.1				2.0
			RP11-19J5.1				1.0
			RP11-69H7.4				2.0
			IL21R-AS1				1.0
			RP11-264B17.2				1.0
			MIR4517				1.0
			SPNS1				1.0
			RP11-264B17.4				1.0
			RP11-264B17.5				1.0
			RP11-264B17.3		1.0	1.0	1.0
			LAT		1.0	1.0	1.0
			RP1-77H15.1				1.0
			ZNF287		1.0	1.0	1.0
			SRP68P1				1.0
			RP11-92B11.3				1.0
			FAM106CP				1.0
			RP11-219A15.2				1.0
			RP11-219A15.3				1.0
			AC022596.6		1.0	1.0	1.0
			KRT16P2				1.0
			AC022596.2				1.0
			COTL1P1		1.0	1.0	1.0
			USP32P1				1.0
			RP11-219A15.4				1.0
			KRT17P1				1.0
			RP11-219A15.1				1.0
			RP11-670E13.2				1.0
			RNU6-1158P				1.0
			RP11-670E13.3				1.0
			TRIM25				1.0
			RP11-670E13.5				1.0
			DGKE		1.0	1.0	1.0
			PTRH2				2.0
			CALR3		1.0	1.0	2.0
			SLC25A42				1.0
			TMEM161A				1.0
			AP2A1				1.0
			KIR2DP1				1.0
			KIR2DL1				1.0
			KIR3DP1				1.0
			CTB-61M7.1				1.0
			KIR2DL3				1.0
			KIR2DS4				1.0
			KIR3DL2				1.0
			KIR3DL1		1.0	1.0	1.0
			KIR2DL4		1.0	1.0	1.0
			RNU6-222P				1.0
			LONRF2		1.0		2.0
			RP11-462D18.2				2.0
			RRBP1		2.0	2.0	2.0
			DSTN				2.0
			BANF2		1.0		1.0
			DERL3		1.0	1.0	1.0
			SMARCB1				1.0
			THOC5		2.0	1.0	2.0
			CTA-256D12.11		2.0	1.0	2.0
			NIPSNAP1				2.0
			NEFH				2.0
			RPS15AP38		1.0	1.0	1.0
			BX470187.1				1.0
			RP5-1119A7.14				1.0
			TXN2				1.0
			AC117490.2				1.0
			CTD-2078B5.2		2.0	1.0	2.0
			CCDC11P1				2.0
			RNA5SP185				1.0
			PSMC1P4				1.0
			RN7SL47P				1.0
			RNU6-344P				1.0
			RP11-10J5.1				1.0
			RP11-356I2.4		1.0		1.0
			RP11-240M16.1				1.0
			RP11-445F6.2				1.0
			TXLNB		1.0	1.0	1.0
			GPR31				1.0
			TCP10L2				1.0
			RP11-517H2.6		1.0	1.0	1.0
			CHPF2				1.0
			MIR671				1.0
			RP4-548D19.3				1.0
			RP5-1070G24.2				1.0
			IQCA1P1				1.0
			ABCF2				1.0
			RNU6-1202P				1.0
			RP11-91I20.4				1.0
			RP11-163N6.2		1.0	1.0	1.0
			MIR1207				1.0
			TUBB8P1				1.0
			TLE4		2.0	1.0	2.0
			SEC61A2				1.0
			RP11-325D15.2				1.0
			C10orf11		1.0		1.0
			MIR1284				1.0
			FOXP1-IT1				1.0
			RP11-538P18.1				1.0
			RP11-3K16.2				1.0
			RP11-738E22.3				1.0
			NOA1				1.0
			ARHGEF38-IT1				1.0
			ARHGEF38		1.0		1.0
			CTD-2363C16.1				1.0
			CTD-2363C16.2				1.0
			AC006026.9		1.0		1.0
			AC006026.10				1.0
			CCDC126				1.0
			RP11-272L13.4				1.0
			DPYD		1.0		1.0
			SNAPC3				1.0
			PSIP1		1.0		1.0
			RP11-462G12.4				3.0
			RP4-583K8.1				1.0
			AL590431.1				1.0
			SNORA58				1.0
			HAX1		1.0	1.0	1.0
			SNORD59				1.0
			RNU6-239P				1.0
			RP5-956O18.2		1.0	3.0	1.0
			RP5-956O18.3		1.0	3.0	1.0
			AL691479.1				1.0
			PGBD5				1.0
			AL356214.1				1.0
			FFAR4		1.0	2.0	1.0
			RBP4				1.0
			PDE6C				1.0
			MIR5582				1.0
			SNORD67				1.0
			AP001891.1		1.0	1.0	1.0
			TAGLN		1.0	1.0	2.0
			DSCAML1				1.0
			RP11-14C10.1				1.0
			RPS24P17				1.0
			RNU6-468P				1.0
			RP11-524F11.2				1.0
			PEMT		1.0	2.0	1.0
			CD300LG				1.0
			ZNF865				1.0
			ZNF784				1.0
			ZNF580				1.0
			ZNF581				1.0
			OST4				1.0
			KHK				1.0
			DNAJC5G		1.0	1.0	1.0
			UCN				1.0
			SLC30A3				1.0
			MPV17				1.0
			GTF3C2				2.0
			TRIM54				1.0
			RP11-465L10.10				1.0
			SLC12A5		1.0	1.0	1.0
			RPL13P2				1.0
			NCOA5				1.0
			BAP1				1.0
			PHF7				2.0
			SEMA3G				2.0
			MIR4452				1.0
			HSD17B11				1.0
			RP11-313P13.5				1.0
			NSUN5P2				1.0
			AC005488.11				1.0
			AC005488.1				1.0
			TRIM74				1.0
			STAG3L3				1.0
			NSUN5				1.0
			NCF1B				1.0
			GTF2IRD2P1		1.0	1.0	1.0
			POM121B				1.0
			TRIM50				1.0
			RP11-483G21.3				1.0
			FZD9		1.0	1.0	2.0
			SLC35G5				3.0
			AF131216.6		3.0	1.0	3.0
			RP11-1105O14.1				1.0
			INTS10		1.0	3.0	1.0
			SLC18A1		1.0	1.0	1.0
			RP11-114M5.1				1.0
			RP11-392O17.1		2.0		2.0
			RP11-95P13.1		2.0		2.0
			RPL17P41				1.0
			RNU6-964P				1.0
			FBXO36-IT1				1.0
			RNU6-1027P				1.0
			FBXO36		1.0		1.0
			RPS26P52				1.0
			CTD-2135D7.3				1.0
			ERCC4		1.0		1.0
			CTD-2135D7.2		1.0		1.0
			RHOBTB1				1.0
			LINC00845		1.0	1.0	1.0
			THSD7B		1.0	1.0	1.0
			RP11-514A9.1				1.0
			AC144521.1		2.0	1.0	2.0
			CTD-2203A3.1		1.0	1.0	1.0
			RP5-894A10.6				1.0
			RNU1-82P				1.0
			KIAA1147				1.0
			SSBP1				1.0
			WEE2-AS1		1.0	1.0	1.0
			WEE2		1.0	1.0	1.0
			OR9A4				1.0
			CLEC5A				1.0
			TAS2R38				1.0
			MGAM		1.0	1.0	1.0
			ZIC5		1.0		2.0
			ZIC2				2.0
			LINC00554		1.0		2.0
			CTD-2335O3.3		1.0		1.0
			SNX18P2				1.0
			ANKRD19P		1.0		2.0
			ZNF484				1.0
			RP11-526D8.7		1.0		1.0
			ALOX15P2				1.0
			CELA2B				2.0
			SFN				2.0
			MTF2		4.0	1.0	4.0
			PIAS3				1.0
			ANKRD35				1.0
			NUDT17				1.0
			POLR3C				1.0
			RNF115		1.0		1.0
			CD160				1.0
			GPR89A				1.0
			PDZK1		1.0		1.0
			RP11-96C23.9				1.0
			RN7SL733P				1.0
			FAM35A		1.0		1.0
			RP11-328K15.1		1.0		1.0
			RP11-21A7A.4				1.0
			RP11-21A7A.3				1.0
			FLRT1		1.0		1.0
			MACROD1		1.0		1.0
			RP11-21A7A.2				1.0
