gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
APIP	ENST00000395787	107	1.3243e+02	8.0796e-01	6.4970e-06	1568	29	3.5910e+01	8.0756e-01	446	44	4.3557e+01	1.0102e+00	2.2090e-06	436	15	5.4122e-07	174	1.2873e+01	2.6927e-11	9.7842e-01	2.1580e-02	1.1652e+00	7.9300e-01	1.2990e+00	6.9000e-01	9.4900e-01	7.7700e-01	1.7420e+00		-5.2788e-02	7.8531e-01	-5.4935e-01	17127	8	5	21	2.4696e-03	2.1947e-03	125139	605	4	125748	2.4244e-03	7.3914e-01	7.6094e-04	8.6117e-04	1.3441e-02	1.1391e-03	2.0045e-03	2.8514e-03	3.9935e-03	9.3363e-04	7.3846e-04	8.3870e-04	1.3383e-02	1.0879e-03	1.9883e-03	2.8255e-03	3.9165e-03	8.4959e-04	protein_coding	ENSG00000149089	2	726	7	protein_coding	63406	4.1969e-10	13	1.0433e+01	1.2460e+00	NA	11	34874641	34938046
CTD-2203A3.1	ENST00000510583	34	3.6997e+01	9.1900e-01	1.7412e-06	522	4	1.5916e+00	2.5132e+00	25	14	1.2892e+01	1.0859e+00	5.5037e-07	167	1	8.4462e-08	31	2.0127e+00	1.4738e-01	2.0751e-01	6.4510e-01	4.9685e-01	7.1500e-01	1.6690e+00	6.9800e-01	1.2240e+00	1.6600e-01	1.7420e+00		-2.4252e-01	1.7507e-01	6.6146e-01	17128	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000248789	2	249	3	protein_coding	72957	NA	NA	NA	NA	NA	5	51303865	51376821
CEBPZ-AS1	ENST00000402297	40	3.7840e+01	1.0571e+00	1.9268e-06	529	16	1.2521e+01	1.2778e+00	180	10	1.3059e+01	7.6575e-01	7.2364e-07	135	3	1.5967e-07	64	3.8269e+00	1.0510e-02	3.5781e-01	6.3168e-01	7.8393e-01	4.7100e-01	1.2980e+00	8.2000e-01	1.3760e+00	3.4900e-01	1.7420e+00		6.6545e-01	-1.2477e-01	3.9168e-01	17129	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000218739	2	240	3	protein_coding	19706	3.4658e-01	0	3.7407e-01	0.0000e+00	NA	2	37423631	37443336
PPP1R1C	ENST00000280295	49	5.5452e+01	8.8364e-01	2.6807e-06	746	20	2.8411e+01	7.0395e-01	396	11	1.8194e+01	6.0459e-01	8.6695e-07	197	7	2.9822e-07	93	7.0308e+00	2.3484e-05	6.8807e-01	3.1190e-01	9.9562e-01	3.8000e-01	1.0010e+00	7.0200e-01	1.1210e+00	5.6100e-01	1.7420e+00		1.3258e+00	3.0791e-01	1.0765e-02	17130	8	5	6	2.9728e-04	2.5712e-04	124575	74	0	124649	2.9688e-04	1.0986e-02	0.0000e+00	8.7133e-05	9.9364e-05	0.0000e+00	2.8314e-03	6.2054e-05	0.0000e+00	6.5359e-05	0.0000e+00	8.6890e-05	9.9349e-05	0.0000e+00	2.8349e-03	6.1929e-05	0.0000e+00	6.5357e-05	protein_coding	ENSG00000150722	1	348	5	protein_coding	177158	2.5336e-03	4	4.5244e+00	8.8409e-01	NA	2	182818968	182996125
OR10H2	ENST00000305899	194	1.9381e+02	1.0010e+00	1.1581e-05	2032	70	6.8221e+01	1.0261e+00	819	112	8.6588e+01	1.2935e+00	5.5320e-06	690	4	1.9869e-07	54	4.6645e+00	2.4515e-03	4.3720e-01	5.6034e-01	8.5755e-01	1.1090e+00	1.5130e+00	8.9000e-01	1.1280e+00	4.1600e-01	1.7420e+00		-2.1468e+00	-4.8521e-03	2.8510e-01	17131	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000171942	2	945	1	protein_coding	1029	7.6364e-03	3	3.0834e+00	9.7296e-01	NA	19	15838834	15839862
CNTF	ENST00000361987	139	1.1896e+02	1.1685e+00	6.9433e-06	1312	50	4.3452e+01	1.1507e+00	524	45	4.3587e+01	1.0324e+00	2.2996e-06	401	7	3.8399e-07	73	7.0251e+00	2.3384e-05	6.8873e-01	3.1124e-01	9.9643e-01	8.1200e-01	1.3240e+00	1.0170e+00	1.3450e+00	5.6200e-01	1.7430e+00		-1.6827e-01	-6.5292e-01	8.7673e-03	17132	8	5	15	1.2063e-04	2.4181e-05	125684	28	1	125713	1.1535e-04	1.6727e-03	0.0000e+00	8.7026e-05	0.0000e+00	5.4448e-05	4.6198e-05	1.0760e-04	0.0000e+00	4.2505e-04	0.0000e+00	8.6729e-05	0.0000e+00	5.4367e-05	4.6195e-05	1.0554e-04	0.0000e+00	3.9203e-04	protein_coding	ENSG00000242689	2	600	2	protein_coding	3053	3.4925e-04	5	4.6428e+00	1.0769e+00	NA	11	58390146	58393198
ZFP2	ENST00000361362	243	2.4442e+02	9.9419e-01	1.1634e-05	3080	113	1.2088e+02	9.3479e-01	1498	76	8.1718e+01	9.3003e-01	3.9031e-06	805	23	1.1569e-06	229	1.8399e+01	1.6618e-17	9.9910e-01	9.0458e-04	1.2501e+00	7.7200e-01	1.1260e+00	8.9500e-01	1.1060e+00	8.9700e-01	1.7430e+00		4.9722e-01	3.2305e-02	-9.9406e-01	17133	8	5	47	1.0394e-03	3.6638e-04	125485	259	0	125744	1.0304e-03	1.3351e-01	1.2320e-04	4.3968e-03	0.0000e+00	1.4136e-03	5.5497e-04	4.2279e-04	1.3080e-03	4.2504e-04	1.2304e-04	4.4038e-03	0.0000e+00	1.4145e-03	5.5448e-04	4.0443e-04	1.3038e-03	4.2470e-04	protein_coding	ENSG00000198939	2	1383	1	protein_coding	37319	5.6203e-12	16	1.3652e+01	1.1720e+00	NA	5	178322895	178360213
SMIM2	ENST00000400419	32	5.0194e+01	6.3752e-01	2.7054e-06	567	4	3.9547e+00	1.0115e+00	34	12	1.9260e+01	6.2306e-01	1.2387e-06	152	2	1.2581e-07	31	2.9453e+00	4.1965e-02	2.8386e-01	6.7417e-01	6.7905e-01	3.9800e-01	1.0090e+00	4.8000e-01	8.5600e-01	2.6900e-01	1.7430e+00		1.3004e+00	9.1259e-01	5.1040e-01	17134	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000139656	2	255	2	protein_coding	17715	NA	NA	NA	NA	NA	13	44717679	44735393
RP11-171N4.2	ENST00000511399	32	3.5169e+01	9.0990e-01	1.6138e-06	529	4	3.1685e+00	1.2624e+00	36	9	1.2331e+01	7.2988e-01	5.3115e-07	142	1	8.4170e-08	29	2.0061e+00	1.4697e-01	2.0817e-01	6.4486e-01	4.9849e-01	4.3900e-01	1.2730e+00	6.8600e-01	1.2220e+00	1.6700e-01	1.7430e+00		7.4562e-01	1.8988e-01	6.5822e-01	17135	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000251283	2	243	3	protein_coding	7961	NA	NA	NA	NA	NA	4	157555646	157563606
ODF3L1	ENST00000332145	158	1.7444e+02	9.0574e-01	1.0823e-05	1777	49	5.0535e+01	9.6963e-01	488	66	6.9347e+01	9.5174e-01	4.3102e-06	557	14	8.7824e-07	119	1.2161e+01	1.5657e-10	9.6852e-01	3.1478e-02	1.1512e+00	7.8000e-01	1.1680e+00	7.9500e-01	1.0340e+00	7.5700e-01	1.7430e+00		3.1592e-01	4.4239e-01	-4.8867e-01	17136	8	5	27	3.1700e-03	2.8210e-03	124966	768	14	125748	3.1142e-03	1.2196e+00	3.8958e-02	1.9387e-03	0.0000e+00	1.5792e-03	0.0000e+00	2.9363e-04	1.6361e-03	7.8756e-04	3.8832e-02	1.9387e-03	0.0000e+00	1.5778e-03	0.0000e+00	2.9010e-04	1.6300e-03	7.8421e-04	protein_coding	ENSG00000182950	2	822	4	protein_coding	3712	5.1816e-07	10	1.0544e+01	9.4845e-01	NA	15	76016318	76020029
SPATA31A2	ENST00000456183	40	4.1978e+01	9.5288e-01	2.1633e-06	8683	8	7.5678e+00	1.0571e+00	3334	21	1.6393e+01	1.2810e+00	8.7347e-07	2756	0	3.8867e-08	69	9.2323e-01	3.8423e-01	1.2990e-01	4.8588e-01	0.0000e+00	9.0500e-01	1.7900e+00	7.3900e-01	1.2400e+00	0.0000e+00	1.7430e+00		-8.9437e-01	1.0850e-01	8.9038e-01	17137	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000204848	2	4041	4	protein_coding	6236	4.3235e-01	0	1.1073e+00	0.0000e+00	NA	9	39884975	39891210
C8orf86	ENST00000358138	118	1.1552e+02	1.0215e+00	5.2443e-06	1415	7	6.5169e+00	1.0741e+00	71	52	4.6364e+01	1.1216e+00	2.1699e-06	480	7	3.0692e-07	77	7.0169e+00	2.3242e-05	6.8968e-01	3.1030e-01	9.9759e-01	8.9700e-01	1.4130e+00	8.7900e-01	1.1900e+00	5.6300e-01	1.7440e+00		-6.5070e-01	-8.1969e-02	5.9084e-03	17138	8	5	3	5.5701e-05	3.9788e-05	125715	14	0	125729	5.5677e-05	3.8975e-04	2.4608e-04	2.8944e-05	0.0000e+00	0.0000e+00	0.0000e+00	7.0379e-05	1.6313e-04	0.0000e+00	2.4609e-04	2.8916e-05	0.0000e+00	0.0000e+00	0.0000e+00	7.0336e-05	1.6299e-04	0.0000e+00	protein_coding	ENSG00000196166	2	669	3	protein_coding	17829	6.3475e-05	7	8.2736e+00	8.4607e-01	NA	8	38368352	38386180
CTF1	ENST00000279804	29	4.4170e+01	6.5656e-01	2.2903e-06	1197	15	1.7407e+01	8.6173e-01	364	18	1.9218e+01	9.3662e-01	9.6586e-07	485	2	1.2420e-07	58	2.9422e+00	4.1899e-02	2.8421e-01	6.7389e-01	6.7977e-01	6.4600e-01	1.3880e+00	4.8800e-01	8.9500e-01	2.6900e-01	1.7440e+00		2.1839e-01	8.1111e-01	5.0901e-01	17139	8	5	4	2.7907e-05	1.1961e-05	125590	7	0	125597	2.7867e-05	9.7537e-05	6.1516e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6514e-05	1.6292e-04	6.5325e-05	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6439e-05	1.6288e-04	6.5327e-05	protein_coding	ENSG00000150281	2	603	3	protein_coding	6954	1.3825e-01	1	1.6476e+00	6.0696e-01	NA	16	30907928	30914881
MYADML2	ENST00000409745	185	2.1008e+02	8.8064e-01	1.4984e-05	1913	32	5.3598e+01	5.9704e-01	562	96	1.0550e+02	9.0998e-01	8.2898e-06	713	6	2.6853e-07	63	6.2478e+00	1.1436e-04	6.0858e-01	3.9131e-01	9.6033e-01	7.7000e-01	1.0780e+00	7.8000e-01	9.9500e-01	5.2100e-01	1.7440e+00		7.2678e-01	6.1479e-01	9.1880e-02	17140	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000185105	2	921	1	protein_coding	7589	NA	NA	NA	NA	NA	17	79897521	79905109
AC002365.1	ENST00000445307	53	9.1353e+01	5.8016e-01	7.4884e-06	1399	13	2.0260e+01	6.4165e-01	305	35	3.5126e+01	9.9640e-01	3.1319e-06	422	7	6.7282e-07	79	7.0158e+00	2.3223e-05	6.8980e-01	3.1017e-01	9.9775e-01	7.6000e-01	1.3210e+00	4.6400e-01	7.2900e-01	5.6300e-01	1.7440e+00		1.6757e-02	1.4260e+00	5.5228e-03	17141	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000234469	3	642	2	protein_coding	743	NA	NA	NA	NA	NA	X	9935392	9936134
AC008686.1	ENST00000397557	22	2.3141e+01	9.5070e-01	1.1360e-06	789	1	2.3940e+00	4.1772e-01	128	6	7.5694e+00	7.9266e-01	4.3116e-07	253	2	1.2398e-07	76	2.9424e+00	4.1904e-02	2.8418e-01	6.7391e-01	6.7971e-01	4.3200e-01	1.5340e+00	6.7800e-01	1.3570e+00	2.6900e-01	1.7440e+00		4.4842e-01	8.4270e-02	5.0912e-01	17142	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000214109	3	384	7	protein_coding	10089	NA	NA	NA	NA	NA	19	13890884	13900972
RP11-451M19.3	ENST00000369655	22	3.7667e+01	5.8406e-01	1.8055e-06	640	2	3.8306e+00	5.2212e-01	157	6	1.3973e+01	4.2939e-01	6.4514e-07	182	3	1.6117e-07	65	3.8159e+00	1.0446e-02	3.5917e-01	6.3038e-01	7.8618e-01	2.3400e-01	8.4700e-01	4.1600e-01	8.3400e-01	3.5000e-01	1.7440e+00		1.6767e+00	9.0714e-01	3.8705e-01	17143	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000203876	2	297	3	protein_coding	12621	NA	NA	NA	NA	NA	10	111701029	111713649
ATXN7L3B	ENST00000519948	39	5.1036e+01	7.6416e-01	2.1920e-06	616	5	1.6269e+01	3.0733e-01	195	22	2.1623e+01	1.0175e+00	9.7306e-07	190	1	8.3056e-08	30	2.0039e+00	1.4683e-01	2.0839e-01	6.4478e-01	4.9904e-01	7.2600e-01	1.4520e+00	5.9100e-01	9.9800e-01	1.6700e-01	1.7440e+00		-6.3792e-02	5.9871e-01	6.5714e-01	17144	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000253719	2	291	1	protein_coding	3673	9.7961e-02	1	9.2926e-01	1.0761e+00	NA	12	74931551	74935223
GSTO1	ENST00000369713	114	1.2637e+02	9.0210e-01	5.9978e-06	1581	35	4.0068e+01	8.7351e-01	472	46	5.0694e+01	9.0740e-01	2.4681e-06	441	12	4.5113e-07	138	1.0711e+01	5.0916e-09	9.3494e-01	6.5061e-02	1.1204e+00	7.1500e-01	1.1600e+00	7.7400e-01	1.0540e+00	7.1500e-01	1.7450e+00		5.1828e-01	3.9107e-01	-3.6501e-01	17145	8	5	21	1.6947e-04	5.5926e-05	125707	41	0	125748	1.6304e-04	3.3425e-03	6.1866e-05	1.8499e-04	0.0000e+00	4.3515e-04	0.0000e+00	2.0992e-04	3.6037e-04	3.2669e-05	6.1518e-05	1.7347e-04	0.0000e+00	4.3502e-04	0.0000e+00	2.0218e-04	3.2579e-04	3.2663e-05	protein_coding	ENSG00000148834	2	723	6	protein_coding	32104	1.5038e-02	4	8.0386e+00	4.9760e-01	NA	10	105995114	106027217
PCDHB13	ENST00000341948	578	4.6166e+02	1.2520e+00	2.9939e-05	5135	124	9.5596e+01	1.2971e+00	1132	299	2.2233e+02	1.3449e+00	1.7145e-05	1719	16	6.7895e-07	175	1.3552e+01	4.4828e-12	9.8550e-01	1.4495e-02	1.1806e+00	1.2230e+00	1.4800e+00	1.1690e+00	1.3410e+00	7.9700e-01	1.7450e+00	mis_too_many|syn_outlier	-4.0421e+00	-1.9241e+00	-6.1608e-01	17146	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000187372	2	2394	1	protein_coding	3485	1.6914e-09	12	9.3135e+00	1.2884e+00	NA	5	140593509	140596993
RP11-706O15.1	ENST00000425492	13	1.7117e+01	7.5949e-01	1.3824e-06	477	0	4.2109e-01	0.0000e+00	22	7	6.7160e+00	1.0423e+00	5.7548e-07	149	1	1.2604e-07	53	1.9966e+00	1.4637e-01	2.0912e-01	6.4451e-01	5.0085e-01	5.8600e-01	1.7820e+00	4.9300e-01	1.2070e+00	1.6800e-01	1.7450e+00		-8.6134e-02	3.5360e-01	6.5358e-01	17147	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000205664	2	231	4	protein_coding	26330	NA	NA	NA	NA	NA	X	3735569	3761898
OSTN	ENST00000339051	71	6.7626e+01	1.0499e+00	3.2514e-06	847	21	2.2283e+01	9.4244e-01	297	25	2.5024e+01	9.9903e-01	1.0681e-06	285	5	3.1348e-07	64	5.4548e+00	5.3727e-04	5.2407e-01	4.7539e-01	9.1663e-01	7.2700e-01	1.3950e+00	8.6600e-01	1.2790e+00	4.7300e-01	1.7450e+00		3.8048e-03	-1.4580e-01	1.8043e-01	17148	8	5	10	9.3366e-05	3.2208e-05	125717	23	0	125740	9.1463e-05	1.0519e-03	6.1538e-05	2.1090e-04	0.0000e+00	0.0000e+00	0.0000e+00	7.2218e-05	3.3311e-04	1.6334e-04	6.1518e-05	2.0238e-04	0.0000e+00	0.0000e+00	0.0000e+00	7.0325e-05	3.2610e-04	1.6333e-04	protein_coding	ENSG00000188729	2	399	3	protein_coding	66375	8.5856e-02	2	4.2572e+00	4.6979e-01	NA	3	190917030	190983404
GGTLC2	ENST00000480559	145	1.2471e+02	1.1627e+00	8.1363e-06	1382	40	3.7763e+01	1.0592e+00	476	76	5.7666e+01	1.3179e+00	4.5562e-06	435	7	3.0005e-07	86	7.0148e+00	2.3206e-05	6.8991e-01	3.1006e-01	9.9789e-01	1.0940e+00	1.5950e+00	1.0150e+00	1.3340e+00	5.6300e-01	1.7450e+00		-1.8979e+00	-6.4560e-01	5.1864e-03	17149	8	5	11	1.4680e-04	5.2800e-05	125524	36	0	125560	1.4337e-04	2.5808e-03	2.1855e-04	5.7849e-05	1.0535e-04	4.5609e-04	4.7038e-04	7.1451e-05	1.6650e-04	9.7992e-05	1.8468e-04	5.7825e-05	9.9270e-05	4.3530e-04	4.6204e-04	7.0528e-05	1.6309e-04	9.7993e-05	protein_coding	ENSG00000100121	2	654	5	protein_coding	1589	4.2152e-04	5	4.9119e+00	1.0179e+00	NA	22	22988780	22990368
AC093802.1	ENST00000407524	26	3.4679e+01	7.4974e-01	1.9439e-06	372	5	4.5078e+00	1.1092e+00	37	11	1.3696e+01	8.0316e-01	8.4482e-07	113	2	1.2497e-07	34	2.9388e+00	4.1827e-02	2.8459e-01	6.7358e-01	6.8054e-01	5.0500e-01	1.3280e+00	5.4900e-01	1.0400e+00	2.6900e-01	1.7450e+00		5.7264e-01	5.2370e-01	5.0748e-01	17150	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000220256	2	174	3	protein_coding	40024	NA	NA	NA	NA	NA	2	240684554	240724577
MROH5	ENST00000521161	68	6.3729e+01	1.0670e+00	3.2584e-06	744	21	1.6459e+01	1.2759e+00	200	23	2.3175e+01	9.9244e-01	1.2755e-06	183	3	1.6139e-07	49	3.8110e+00	1.0417e-02	3.5979e-01	6.2979e-01	7.8720e-01	7.1300e-01	1.4060e+00	8.7700e-01	1.3060e+00	3.5100e-01	1.7450e+00		2.8622e-02	-1.9014e-01	3.8495e-01	17151	8	5	1	4.0392e-06	4.0392e-06	123786	1	0	123787	4.0392e-06	2.0196e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8872e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8872e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000226807	2	330	3	polymorphic_pseudogene	73402	NA	NA	NA	NA	NA	8	142443929	142517330
CLC	ENST00000221804	75	7.5558e+01	9.9261e-01	3.8331e-06	931	21	2.4269e+01	8.6530e-01	339	32	2.6714e+01	1.1979e+00	1.1570e-06	257	7	4.8165e-07	65	7.0043e+00	2.3026e-05	6.9112e-01	3.0886e-01	9.9938e-01	9.0300e-01	1.6060e+00	8.2300e-01	1.2030e+00	5.6300e-01	1.7460e+00		-8.0388e-01	2.2817e-02	1.5189e-03	17152	8	5	9	1.1172e-04	2.7996e-05	125677	28	0	125705	1.1138e-04	1.5594e-03	6.1569e-05	0.0000e+00	0.0000e+00	4.9032e-04	4.6211e-05	1.4129e-04	1.6377e-04	0.0000e+00	6.1518e-05	0.0000e+00	0.0000e+00	4.8941e-04	4.6195e-05	1.4074e-04	1.6299e-04	0.0000e+00	protein_coding	ENSG00000105205	2	426	4	protein_coding	6779	3.4178e-05	7	7.3719e+00	9.4955e-01	NA	19	40221890	40228668
ZNF222	ENST00000391960	229	2.4534e+02	9.3338e-01	1.1769e-05	3284	53	6.8050e+01	7.7884e-01	993	72	8.6740e+01	8.3007e-01	4.0080e-06	836	5	3.1569e-07	60	5.4437e+00	5.3339e-04	5.2555e-01	4.7391e-01	9.1849e-01	6.8500e-01	1.0100e+00	8.3700e-01	1.0410e+00	4.7400e-01	1.7460e+00		1.2441e+00	3.7080e-01	1.7622e-01	17153	8	5	3	2.3864e-05	1.5907e-05	125735	6	0	125741	2.3859e-05	7.1577e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5168e-05	1.6292e-04	3.2667e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5163e-05	1.6288e-04	3.2665e-05	protein_coding	ENSG00000159885	2	1473	4	protein_coding	7772	9.2050e-11	14	1.1417e+01	1.2263e+00	NA	19	44529494	44537265
TRAPPC2	ENST00000458511	24	5.6360e+01	4.2583e-01	4.0445e-06	1169	4	1.3921e+01	2.8734e-01	333	24	2.1472e+01	1.1177e+00	1.7804e-06	290	4	3.3603e-07	95	4.6392e+00	2.4140e-03	4.4056e-01	5.5703e-01	8.6222e-01	8.0800e-01	1.5690e+00	3.0700e-01	5.9900e-01	4.1800e-01	1.7460e+00		-4.2884e-01	1.5318e+00	2.7499e-01	17154	8	5	2	1.2489e-05	6.2726e-06	115758	2	0	115760	8.6386e-06	8.6386e-06	0.0000e+00	0.0000e+00	0.0000e+00	8.1347e-05	0.0000e+00	1.4086e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.8468e-05	0.0000e+00	9.6362e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000196459	2	522	5	protein_coding	22392	6.2493e-01	0	2.8700e+00	0.0000e+00	NA	X	13730363	13752754
TMEM27	ENST00000380342	81	7.4240e+01	1.0911e+00	5.1281e-06	1465	25	1.9647e+01	1.2725e+00	432	20	2.5270e+01	7.9146e-01	1.7278e-06	417	6	3.9271e-07	126	6.2319e+00	1.1309e-04	6.1062e-01	3.8927e-01	9.6279e-01	5.5600e-01	1.1500e+00	9.1100e-01	1.3130e+00	5.2200e-01	1.7460e+00		8.2405e-01	-2.7881e-01	8.6083e-02	17155	8	5	9	2.2649e-04	1.5940e-04	125678	32	9	125719	1.6308e-04	3.3433e-03	0.0000e+00	1.0278e-03	1.4378e-04	7.4510e-05	0.0000e+00	7.4505e-05	6.6830e-04	1.0635e-04	0.0000e+00	8.1014e-04	9.9211e-05	5.4367e-05	0.0000e+00	5.2751e-05	4.8904e-04	6.5349e-05	protein_coding	ENSG00000147003	2	666	6	protein_coding	37714	3.1080e-03	4	4.8643e+00	8.2232e-01	NA	X	15645441	15683154
