gene_name	ihs
RP11-685M7.5	1.729
RP11-685N10.1	
RP11-686D16.1	2.563
RP11-686D22.10	1.134
RP11-686D22.3	1.765
RP11-686D22.4	1.563
RP11-686D22.5	1.539
RP11-686D22.6	1.556
RP11-686D22.7	-0.559
RP11-686D22.8	1.765
RP11-686D22.9	1.011
RP11-686F15.2	2.461
RP11-686F15.3	2.087
RP11-686G23.2	1.942
RP11-686G8.1	
RP11-686G8.2	3.429
RP11-686O6.1	1.144
RP11-686O6.2	1.073
RP11-687D19.1	3.201
RP11-687F6.1	2.106
RP11-687F6.4	0.617
RP11-687M24.4	1.321
RP11-687M24.5	1.023
RP11-687M24.7	0.599
RP11-687M24.8	0.539
RP11-688D15.1	3.451
RP11-688D15.2	2.466
RP11-688G15.3	0.623
RP11-688H10.1	2.154
RP11-688I9.2	1.218
RP11-688I9.4	2.651
RP11-689B22.2	1.471
RP11-689C9.1	2.668
RP11-689J19.1	
RP11-689K5.3	2.769
RP11-689P11.2	1.801
RP11-689P11.3	0.984
RP11-68D16.1	5.063
RP11-68D16.2	1.373
RP11-68D19.1	2.861
RP11-68E19.1	2.3
RP11-68I18.10	0.341
RP11-68I18.2	0.994
RP11-68I3.10	1.954
RP11-68I3.11	
RP11-68I3.2	1.954
RP11-68I3.4	0.273
RP11-68I3.5	-0.028
RP11-68I3.7	
RP11-68L1.1	1.779
RP11-68L1.2	2.923
RP11-68L18.1	1.497
RP11-68L18.2	
RP11-690C23.2	1.779
RP11-690C23.3	1.254
RP11-690C23.4	1.629
RP11-690C23.5	0.694
RP11-690D19.1	1.714
RP11-690D19.3	1.402
RP11-690G19.3	1.742
RP11-690G19.4	2.016
RP11-690I21.1	2.786
RP11-690I21.2	3.024
RP11-690I21.3	-1.072
RP11-690J15.1	2.756
RP11-690P14.4	1.271
RP11-691F15.1	
RP11-691G17.1	2.629
RP11-691H4.3	1.343
RP11-691H4.4	2.847
RP11-691L4.2	1.272
RP11-691N7.6	-0.187
RP11-692C23.1	2.314
RP11-692C24.1	0.761
RP11-692C24.2	2.827
RP11-692C24.3	2.059
RP11-692D12.1	1.958
RP11-692E14.1	2.547
RP11-692M12.4	-1.073
RP11-692M12.5	
RP11-692N5.1	3.164
RP11-692N5.2	0.212
RP11-692P14.1	1.492
RP11-693I21.1	1.962
RP11-693J15.3	1.56
RP11-693J15.4	2.442
RP11-693J15.5	2.442
RP11-693L9.2	1.362
RP11-693N9.1	2.448
RP11-693N9.2	1.612
RP11-694D5.1	
RP11-694I15.7	0.95
RP11-695J4.2	2.279
RP11-696D21.2	1.26
RP11-696F10.1	2.489
RP11-696F12.1	3.676
RP11-696L21.2	
RP11-696N14.1	4.013
RP11-696N14.3	1.435
RP11-696P8.2	
RP11-697B24.1	5.916
RP11-697E14.2	0.705
RP11-697E2.10	1.134
RP11-697E2.4	1.577
RP11-697E2.6	0.907
RP11-697E2.7	0.87
RP11-697E2.9	0.906
RP11-697E22.1	1.19
RP11-697E22.2	3.757
RP11-697E22.3	-0.551
RP11-697E23.1	0.637
RP11-697G4.4	1.856
RP11-697H10.1	2.546
RP11-697H9.2	1.053
RP11-697H9.3	1.858
RP11-697H9.4	
RP11-697H9.5	
RP11-697M17.2	3.738
RP11-697N18.1	
RP11-697N18.2	
RP11-697N18.3	0.368
RP11-697N18.4	
RP11-698E18.1	1.984
RP11-698F20.3	1.946
RP11-698N11.2	3.038
RP11-698N11.4	2.644
RP11-699A5.2	
RP11-699A7.1	2.263
RP11-699F16.2	3.781
RP11-699L21.1	3.089
RP11-699L21.2	2.141
RP11-69C13.1	4.43
RP11-69C17.2	2.469
RP11-69C17.3	1.765
RP11-69C17.4	1.94
RP11-69E11.4	1.352
RP11-69E11.8	1.091
RP11-69E9.1	-0.155
RP11-69G7.1	1.752
RP11-69H7.2	2.149
RP11-69H7.3	-0.062
RP11-69H7.4	1.135
RP11-69I13.1	0.37
RP11-69I8.2	4.976
RP11-69I8.3	5.425
RP11-69L16.3	-0.79
RP11-69L16.4	1.356
RP11-69L16.5	0.001
RP11-69L16.6	0.653
RP11-69M1.1	2.072
RP11-69M1.3	1.617
RP11-69M1.4	1.117
RP11-6B19.1	-0.313
RP11-6B19.2	0.724
RP11-6B19.3	-0.552
RP11-6B4.1	3.849
RP11-6B6.3	0.582
RP11-6C10.1	1.341
RP11-6C14.1	3.689
RP11-6D1.3	0.922
RP11-6E9.4	1.217
RP11-6E9.5	1.06
RP11-6F2.3	0.166
RP11-6F2.5	0.521
RP11-6F6.1	2.065
RP11-6I2.3	2.196
RP11-6I2.4	2.589
RP11-6J21.2	2.019
RP11-6J24.3	2.166
RP11-6J24.6	2.071
RP11-6L6.2	2.983
RP11-6L6.3	0.767
RP11-6L6.7	1.812
RP11-6N13.1	3.785
RP11-6N13.4	1.322
RP11-6N17.1	0.861
RP11-6N17.10	1.144
RP11-6N17.2	1.351
RP11-6N17.3	0.949
RP11-6N17.4	2.058
RP11-6N17.6	0.523
RP11-6N17.9	1.366
RP11-6O2.3	1.977
RP11-6O2.4	2.464
RP11-700E23.1	1.3
RP11-700E23.2	1.339
RP11-700E23.3	1.457
RP11-700F16.2	2.218
RP11-700F16.3	0.793
RP11-700H13.1	2.267
RP11-700H6.1	1.695
RP11-700H6.2	1.163
RP11-700H6.4	2.262
RP11-700J17.1	
RP11-700J17.2	-0.183
RP11-700N1.1	2.559
RP11-700P18.1	1.153
RP11-700P18.2	1.231
RP11-701B16.2	1.353
RP11-701B6.1	2.228
RP11-701H16.4	
RP11-701H24.10	1.545
RP11-701H24.3	1.524
RP11-701H24.7	
RP11-701I24.1	2.767
RP11-701I24.3	1.617
RP11-701P16.1	-0.209
RP11-701P16.2	2.27
RP11-701P16.3	1.539
RP11-701P16.4	2.237
RP11-701P16.5	1.88
RP11-702B10.1	2.895
RP11-702B10.2	2.97
RP11-702C7.1	1.722
RP11-702C7.2	2.092
RP11-702F3.1	
RP11-702F3.2	1.513
RP11-702F3.3	1.669
RP11-702F3.4	1.581
RP11-702H23.2	1.928
RP11-702H23.3	0.479
RP11-702H23.4	2.47
RP11-702H23.6	1.511
RP11-702L15.4	1.172
RP11-702L6.1	1.648
RP11-702L6.4	1.301
RP11-702M1.2	-0.767
RP11-703C10.1	1.259
RP11-703G6.1	2.644
RP11-703H8.9	1.821
RP11-703I16.1	1.145
RP11-703I16.2	2.868
RP11-703I16.3	2.009
RP11-703M24.5	2.264
RP11-703P11.1	4.055
RP11-704C2.1	2.815
RP11-704J17.2	
RP11-704J17.5	
RP11-705C15.2	1.484
RP11-705C15.3	0.782
RP11-705C15.4	-0.119
RP11-705C15.5	1.484
RP11-705O1.8	1.341
RP11-705O24.1	1.769
RP11-705O24.2	0.53
RP11-705O24.3	1.489
RP11-706C16.7	2.167
RP11-706D8.3	4.637
RP11-706F1.1	2.863
RP11-706F1.2	5.959
RP11-706J10.1	3.509
RP11-706J10.2	2.585
RP11-706J10.3	1.291
RP11-706O15.1	1.151
RP11-706O15.7	0.823
RP11-706O15.8	3.946
RP11-707A18.1	2.113
RP11-707F2.1	1.738
RP11-707F2.2	0.277
RP11-707G14.7	1.055
RP11-707G14.8	
RP11-707M1.1	3.212
RP11-707M3.3	0.47
RP11-707O23.5	1.621
RP11-707P17.1	2.955
RP11-707P17.2	0.796
RP11-707P20.1	3.992
RP11-708B6.2	3.778
RP11-708H21.1	0.32
RP11-708H21.4	1.227
RP11-708J19.1	0.595
RP11-708J19.2	
RP11-708L7.6	
RP11-708L7.7	
RP11-708L7.9	
RP11-709A23.1	1.166
RP11-709A23.2	0.775
RP11-709B3.2	1.112
RP11-709D24.5	1.565
RP11-709D24.6	1.919
RP11-709P2.1	1.439
RP11-70C1.1	-0.014
RP11-70C1.3	1.272
RP11-70F11.11	0.895
RP11-70F11.2	1.976
RP11-70F11.7	2.354
RP11-70F11.8	1.724
RP11-70J12.1	0.366
RP11-70K10.2	
RP11-70L8.4	0.802
RP11-70O5.2	-0.854
RP11-70P17.1	1.806
RP11-710C12.1	2.255
RP11-710E1.1	0.949
RP11-710E1.2	0.644
RP11-710F7.2	1.523
RP11-710F7.3	4.135
RP11-710M11.1	0.083
RP11-710N8.3	5.576
RP11-711C17.1	1.537
RP11-711C17.2	1.692
RP11-711D18.2	0.926
RP11-711G10.1	2.223
RP11-711K1.7	2.783
RP11-711M9.1	2.507
RP11-712B9.2	2.482
RP11-712B9.4	1.413
RP11-712B9.5	0.553
RP11-712C7.1	2.688
RP11-712C7.2	2.664
RP11-712L6.5	0.366
RP11-712L6.7	-0.044
RP11-712P20.2	0.098
RP11-713C19.1	1.855
RP11-713C19.2	3.735
RP11-713C5.1	0.768
RP11-713C9.1	0.041
RP11-713H12.1	-0.604
RP11-713H12.2	-0.494
RP11-713M15.1	1.929
RP11-713M15.2	2.42
RP11-713M6.2	1.736
RP11-713N11.3	1.497
RP11-713N11.4	1.274
RP11-713N11.5	1.176
RP11-713P14.1	2.815
RP11-713P17.3	3.361
RP11-713P17.4	3.361
RP11-713P17.5	1.57
RP11-714G18.1	2.984
RP11-714L20.1	4.271
RP11-715C4.1	4.081
RP11-715F3.1	
RP11-715F3.2	0.214
RP11-715G15.1	1.965
RP11-715G18.3	0.371
RP11-715I4.1	
RP11-715J22.1	1.491
RP11-715J22.2	1.22
RP11-715J22.3	1.4
RP11-715J22.4	-0.29
RP11-715J22.6	
RP11-716A19.3	1.635
RP11-716D16.1	2.354
RP11-716H6.1	0.265
RP11-716H6.2	0.65
RP11-716O23.1	2.187
RP11-716O23.2	1.87
RP11-717A5.1	
RP11-717D12.1	0.034
RP11-717H13.1	2.909
RP11-717I24.1	
RP11-718B12.1	-0.109
RP11-718B12.2	2.504
RP11-718B12.5	1.455
RP11-718G2.5	3.151
RP11-718I15.1	1.143
RP11-718L23.1	1.865
RP11-718O11.1	3.318
RP11-719C20.1	-1.239
RP11-719J20.1	2.166
RP11-719L21.1	1.845
RP11-719N22.1	4.051
RP11-719N22.2	2.593
RP11-71C5.2	1.259
RP11-71E19.1	3.889
RP11-71E19.2	5.264
RP11-71E19.5	1.566
RP11-71E22.1	2.766
RP11-71G7.1	3.107
RP11-71H17.1	
RP11-71H17.7	0.685
RP11-71H17.9	1.133
RP11-71H9.1	2.088
RP11-71H9.2	1.685
RP11-71J2.1	3.062
RP11-71J4.2	1.207
RP11-71N10.1	3.062
RP11-720D4.3	2.728
RP11-720L2.2	0.753
RP11-720L2.3	0.482
RP11-720L2.4	2.48
RP11-720L8.1	2.428
RP11-720N19.1	0.878
RP11-720N19.2	-0.519
RP11-722E23.2	1.216
RP11-722M1.1	4.391
RP11-722P11.4	2.065
RP11-723C11.2	1.659
RP11-723D22.2	0.486
RP11-723D22.3	-0.373
RP11-723G8.1	4.733
RP11-723G8.2	2.435
RP11-723O4.2	1.147
RP11-723O4.3	0.146
RP11-723O4.6	3.718
RP11-723O4.9	0.67
RP11-723P16.3	1.171
RP11-724M22.1	2.109
RP11-724N1.1	1.779
RP11-724O16.1	0.881
RP11-725D20.1	2.372
RP11-725G5.2	3.553
RP11-725G5.3	0.767
RP11-725K16.2	1.016
RP11-725M22.1	2.665
RP11-726G1.1	3.571
RP11-726G23.10	2.381
RP11-726G23.11	2.315
RP11-726G23.12	
RP11-726G23.2	2.35
RP11-726G23.3	2.001
RP11-726G23.6	0.48
RP11-726G23.7	1.609
RP11-726G23.8	2.177
RP11-727A23.1	-0.543
RP11-727A23.10	1.801
RP11-727A23.11	0.252
RP11-727A23.4	1.172
RP11-727A23.5	1.223
RP11-727A23.7	0.601
RP11-727A23.8	
RP11-727F15.11	0.486
RP11-727F15.12	
RP11-727F15.13	
RP11-727F15.9	0.125
RP11-727M10.1	2.539
RP11-728B21.3	2.639
RP11-728C8.1	1.389
RP11-728D14.6	1.199
RP11-728E14.2	1.276
RP11-728E14.3	1.832
RP11-728F11.3	3.063
RP11-728F11.4	0.944
RP11-728G15.1	1.877
RP11-728K20.1	1.736
RP11-728K20.2	2.855
RP11-728L1.1	5.309
RP11-729I10.2	1.671
RP11-729L2.2	2.831
RP11-729M20.1	2.716
RP11-72B4.2	
RP11-72H11.1	2.596
RP11-72I18.1	
RP11-72I2.1	0.595
RP11-72J9.1	2.881
RP11-72K17.1	4.544
RP11-72K17.2	2.743
RP11-72L22.1	2.357
RP11-72M17.1	3.741
RP11-730A19.5	0.755
RP11-730A19.7	1.078
RP11-730A19.9	0.419
RP11-730B22.1	
RP11-730G20.1	2.612
RP11-730G20.2	-1.696
RP11-730K11.1	1.098
RP11-730N24.1	
RP11-730N24.2	1.267
RP11-731C17.1	1.553
RP11-731C17.2	
RP11-731D1.1	1.435
RP11-731D1.3	
RP11-731D1.4	1.806
RP11-731I19.1	
RP11-731J8.1	-0.351
RP11-731J8.2	1.402
RP11-731K22.1	2.464
RP11-731N10.1	3.144
RP11-732A19.1	1.154
RP11-732A19.2	0.208
RP11-732A19.5	
RP11-732A19.6	0.664
RP11-732A19.8	-0.099
RP11-732A19.9	0.954
RP11-732A21.2	1.659
RP11-732M18.2	
RP11-732M18.3	1.986
RP11-733C7.1	2.171
RP11-733D4.1	1.793
RP11-733D4.2	5.983
RP11-733O18.1	2.589
RP11-734C14.2	1.228
RP11-734E19.1	1.781
RP11-734I18.1	4.161
RP11-734J24.1	2.026
RP11-734K2.4	1.546
RP11-734K21.2	1.891
RP11-734K21.5	1.845
RP11-735A19.2	2.478
RP11-735B13.2	0.84
RP11-735G4.1	2.522
RP11-736E3.1	2.862
RP11-736G13.1	3.51
RP11-736G13.2	
RP11-736I10.1	1.948
RP11-736I10.2	0.826
RP11-736K12.1	1.059
RP11-736K20.5	2.638
RP11-736K20.6	2.593
RP11-736N17.4	1.638
RP11-736N17.8	3.071
RP11-736N17.9	2.283
RP11-736P16.1	3.782
RP11-737F10.1	2.862
RP11-737F9.1	2.287
RP11-737F9.2	-0.16
RP11-737G21.1	2.716
RP11-737O24.1	3.405
RP11-737O24.2	2.781
RP11-737O24.3	0.192
RP11-737O24.4	0.672
RP11-737O24.5	2.154
RP11-738B7.1	2.441
RP11-738E22.3	1.849
RP11-738G5.1	1.793
RP11-738G5.2	2.864
RP11-739G5.1	5.807
RP11-739L10.1	3.331
RP11-739N10.1	4.616
RP11-739N20.2	2.522
RP11-739P1.2	
RP11-73B2.6	1.568
RP11-73B2.7	1.656
RP11-73B8.1	0.801
RP11-73B8.2	1.849
RP11-73B8.3	1.823
RP11-73C9.1	0.838
RP11-73E17.2	0.809
RP11-73E17.3	0.386
RP11-73E6.2	0.383
RP11-73G16.1	1.242
RP11-73G16.2	1.265
RP11-73G16.3	0.758
RP11-73H14.1	2.303
RP11-73K9.2	2.646
RP11-73K9.3	2.03
RP11-73M14.1	0.757
RP11-73M18.10	-0.5
RP11-73M18.11	1.096
RP11-73M18.2	2.97
RP11-73M18.6	
RP11-73M18.7	-0.5
RP11-73M18.8	-0.609
RP11-73M18.9	-0.317
RP11-73M7.1	2.408
RP11-73M7.6	3.9
RP11-73M7.9	1.474
RP11-73O6.3	2.067
RP11-740C1.2	3.933
RP11-740D6.3	3.224
RP11-740N7.3	2.911
RP11-740P5.2	1.741
RP11-740P5.3	3.129
RP11-741G21.1	
RP11-742B18.1	4.334
RP11-742D12.1	
RP11-742D12.2	2.429
RP11-744D14.1	-2.12
RP11-744D14.2	3.028
RP11-744I24.2	1.169
RP11-744I24.3	0.944
RP11-744J10.2	0.058
RP11-744J10.3	2.846
RP11-744K17.3	0.927
RP11-744N12.3	2.127
RP11-744O11.2	
RP11-745A24.2	2.098
RP11-745C15.2	3.513
RP11-745I13.1	-0.191
RP11-745K9.2	2.551
RP11-745L13.2	2.385
RP11-745O10.2	0.105
RP11-746B8.1	1.973
RP11-746M1.1	0.535
RP11-746P2.1	1.731
RP11-746P2.3	1.579
RP11-746P2.5	1.127
RP11-747D18.1	1.841
RP11-747H12.3	
RP11-747H12.4	
RP11-747H7.1	0.062
RP11-747H7.3	1.712
RP11-747I9.1	1.847
RP11-748C4.1	2.208
RP11-748H22.1	1.759
RP11-748H22.2	1.084
RP11-748L13.2	1.484
RP11-748L13.6	0.976
RP11-749H17.1	2.143
RP11-749H17.2	2.143
RP11-749H20.1	3.043
RP11-749H20.3	2.89
RP11-749H20.4	1.393
RP11-74C1.2	0.827
RP11-74C1.4	1.037
RP11-74C13.3	0.713
RP11-74C13.4	1.101
RP11-74C3.1	5.11
RP11-74D3.2	2.425
RP11-74D7.1	1.057
RP11-74E22.3	1.214
RP11-74E22.4	1.904
RP11-74E22.5	-0.493
RP11-74E22.6	1.052
RP11-74E24.2	2.73
RP11-74H8.1	-0.266
RP11-74K11.1	4.827
RP11-74K11.2	1.21
RP11-74K19.1	1.932
RP11-74M11.2	2.525
RP11-74M13.3	-0.946
RP11-74M13.4	2.884
RP11-750B16.1	2.589
RP11-750H9.5	1.305
RP11-750H9.7	
RP11-750I4.2	-0.455
RP11-751A18.1	2.834
RP11-751H17.1	2.473
RP11-751K21.1	0.665
RP11-752D24.2	2.336
RP11-752D24.3	1.519
RP11-752G15.3	0.687
RP11-752G15.4	0.097
RP11-752G15.6	-0.044
RP11-752G15.8	1.004
RP11-752G15.9	1.656
RP11-752L20.1	2.074
RP11-752L20.5	1.761
RP11-752P2.1	2.543
RP11-752P2.2	4.467
RP11-753A21.1	2.118
RP11-753A21.2	1.616
RP11-753B14.1	2.783
RP11-753B7.2	0.663
RP11-753C18.8	0.794
RP11-753D20.1	2.662
RP11-753D20.3	1.044
RP11-753D20.4	1.497
RP11-753E22.2	1.732
RP11-753E22.3	
RP11-753H16.3	2.898
RP11-753H16.4	0.226
RP11-753H16.5	2.898
RP11-753N8.1	1.795
RP11-754B17.1	1.348
RP11-754N21.1	3.919
RP11-755B10.2	-0.246
RP11-755B10.3	0.424
RP11-755B10.4	2.278
RP11-755E23.3	3.535
RP11-755F10.1	0.577
RP11-755F10.3	0.875
RP11-755O11.2	2.469
RP11-756D7.1	2.0
RP11-756G12.1	4.703
RP11-756H20.1	2.628
RP11-756H6.1	0.694
RP11-756J15.3	0.53
RP11-756K15.2	1.974
RP11-756P10.1	1.127
RP11-756P10.2	4.14
RP11-756P10.3	2.114
RP11-756P10.4	1.828
RP11-756P10.5	1.16
RP11-757A13.1	
RP11-757C15.4	1.83
RP11-757F18.5	0.667
RP11-757G1.5	2.247
RP11-757G1.6	1.875
RP11-757G14.1	-0.668
RP11-757G14.3	0.914
RP11-757H14.2	0.115
RP11-758B24.1	-0.05
RP11-758H6.1	2.633
RP11-758I14.2	2.41
RP11-758I14.3	1.376
RP11-758M4.1	2.612
RP11-758M4.3	
RP11-758M4.4	3.687
RP11-758N13.1	1.623
RP11-758N13.3	1.668
RP11-758P17.2	0.398
RP11-758P17.3	0.837
RP11-759A9.1	1.907
RP11-759L5.2	2.714
RP11-75A5.1	3.687
RP11-75A9.1	1.355
RP11-75A9.3	0.707
RP11-75C10.7	0.209
RP11-75C10.9	0.332
RP11-75C23.1	0.529
RP11-75C9.1	0.696
RP11-75C9.2	2.555
RP11-75L1.1	1.653
RP11-75L1.2	1.304
RP11-75L1.6	1.653
RP11-75N20.2	
RP11-75N4.2	2.21
RP11-75N6.3	0.667
RP11-760D2.10	0.918
RP11-760D2.12	1.302
RP11-760D2.4	1.351
RP11-760D2.5	1.3
RP11-760D2.7	0.953
RP11-760D2.9	1.515
RP11-760H22.2	1.884
RP11-760L24.1	1.453
RP11-760N9.1	1.734
RP11-761B3.1	3.321
RP11-761E20.1	1.898
RP11-761I4.3	1.315
RP11-761I4.4	2.047
RP11-761N21.1	2.777
RP11-761N21.2	1.786
RP11-762B21.5	0.337
RP11-762E8.1	3.16
RP11-762H8.1	1.613
RP11-762H8.2	4.851
RP11-762H8.3	0.536
RP11-762H8.4	0.58
RP11-762I7.4	-0.272
RP11-762I7.5	1.114
RP11-763E3.1	5.674
RP11-763F8.1	0.59
RP11-763K15.1	1.803
RP11-764E7.1	2.755
RP11-764I5.1	
RP11-765K14.1	2.226
RP11-766F14.1	1.595
RP11-766F14.2	1.71
RP11-766H1.1	-1.208
RP11-766N7.1	1.939
RP11-766N7.3	1.88
RP11-766N7.4	1.88
RP11-767C1.1	2.445
RP11-767C1.2	-1.645
RP11-767C4.1	3.844
RP11-767C6.1	3.813
RP11-767I20.1	6.83
RP11-767L7.1	-0.416
RP11-767L7.2	-0.646
RP11-767N15.1	3.102
RP11-767N6.2	
RP11-767N6.7	-0.446
RP11-768B22.2	0.845
RP11-768F21.1	5.307
RP11-768G7.1	1.717
RP11-768G7.2	4.144
RP11-768G7.3	1.767
RP11-769N19.2	0.471
RP11-769N21.2	4.771
RP11-769N22.1	2.952
RP11-769O8.1	0.457
RP11-769O8.2	1.527
RP11-769O8.3	1.527
RP11-76C10.2	1.959
RP11-76C10.5	0.979
RP11-76E12.1	1.901
RP11-76E16.2	0.337
RP11-76E17.2	2.025
RP11-76E17.3	2.171
RP11-76E17.4	1.564
RP11-76G10.1	2.159
RP11-76H14.2	1.763
RP11-76H14.5	1.151
RP11-76I14.1	2.757
RP11-76K13.3	-1.352
RP11-76N22.1	2.529
RP11-76N22.2	1.467
RP11-76P2.4	1.128
RP11-770E5.1	2.018
RP11-770E5.2	1.932
RP11-770E5.3	1.947
RP11-770G2.2	1.669
RP11-770G2.4	0.52
RP11-770G2.5	2.231
RP11-770J1.3	2.446
RP11-770J1.4	1.641
RP11-770J1.5	1.844
RP11-770J1.7	
RP11-771F20.1	-0.957
RP11-771K4.1	2.553
RP11-772C9.1	1.549
RP11-772E11.1	2.284
RP11-773D16.1	1.386
RP11-773H22.1	0.06
RP11-773H22.2	-0.545
RP11-773H22.4	0.761
RP11-774D14.1	2.958
RP11-774G5.1	4.275
RP11-774I5.1	3.726
RP11-774O3.1	2.235
RP11-774O3.2	1.582
RP11-774O3.3	1.866
RP11-775A1.2	2.254
RP11-775A3.1	1.373
RP11-775B15.2	1.845
RP11-775B15.3	1.126
RP11-775C24.3	1.172
RP11-775D22.2	2.337
RP11-775D22.3	5.623
RP11-775E10.1	1.52
RP11-775G23.1	2.14
RP11-775H9.1	3.949
RP11-775H9.2	3.949
RP11-775H9.3	1.742
RP11-775J23.2	
RP11-775L16.1	3.201
RP11-776A13.1	2.975
RP11-776A13.2	2.917
RP11-776A13.3	2.058
RP11-776H12.1	4.558
RP11-776K3.1	
RP11-777B9.1	1.268
RP11-777B9.4	1.606
RP11-777B9.5	2.61
RP11-777F6.3	3.041
RP11-777J24.1	2.416
RP11-777N19.1	1.563
RP11-778D12.2	2.106
RP11-778D9.9	1.117
RP11-778H2.1	2.041
RP11-778J15.1	1.667
RP11-778J16.2	2.95
RP11-778J16.3	4.931
RP11-778O17.4	2.982
RP11-779O18.1	2.187
RP11-779O18.2	0.975
RP11-779O18.3	1.829
RP11-779O18.4	2.206
RP11-779P15.1	3.503
RP11-779P15.2	3.703
RP11-77B22.1	3.271
RP11-77B22.2	3.338
RP11-77E14.2	4.41
RP11-77G22.2	1.074
RP11-77G23.2	1.744
RP11-77G23.5	
RP11-77H9.2	2.217
RP11-77H9.5	0.763
RP11-77H9.6	1.746
RP11-77H9.8	2.676
RP11-77I22.2	1.397
RP11-77I22.4	2.337
RP11-77K12.1	2.575
RP11-77K12.3	1.419
RP11-77K12.4	2.683
RP11-77K12.5	2.635
RP11-77K12.7	4.942
RP11-77K12.8	3.218
RP11-77M5.1	0.981
RP11-77O7.1	
RP11-77P16.1	1.99
RP11-77P16.3	3.572
RP11-77P6.2	1.654
RP11-780K2.1	1.713
RP11-780M14.1	1.461
RP11-780O17.1	2.261
RP11-781A6.1	2.414
RP11-781D11.1	1.352
RP11-781E19.1	1.552
RP11-781M16.1	-0.974
RP11-781M16.2	1.379
RP11-781P14.3	2.125
RP11-781P6.1	1.456
RP11-782E2.2	1.273
RP11-782K4.1	3.291
RP11-783K16.10	1.947
RP11-783K16.13	1.238
RP11-783K16.14	0.471
RP11-783K16.5	0.897
RP11-783L4.1	2.382
RP11-784B15.1	4.05
RP11-785F11.1	1.577
RP11-785G17.1	0.429
RP11-785H20.1	3.307
RP11-785H5.1	-0.047
RP11-785H5.2	1.751
RP11-787B4.2	2.032
RP11-787D11.1	2.454
RP11-787D18.1	1.307
RP11-787D18.2	1.856
RP11-787I22.3	
RP11-787P24.1	1.284
RP11-787P24.2	1.151
RP11-787P24.4	1.565
RP11-788A4.1	1.791
RP11-788H18.1	3.593
RP11-788M5.3	3.0
RP11-789A21.1	4.231
RP11-789C1.1	2.778
RP11-789C1.2	4.569
RP11-789C17.1	-0.194
RP11-789C17.3	1.961
RP11-789C17.5	0.803
RP11-789C2.1	5.574
RP11-789F5.1	4.114
RP11-789L4.1	
RP11-78A18.2	1.54
RP11-78A19.2	1.362
RP11-78A19.3	0.609
RP11-78A19.4	
RP11-78B10.2	1.194
RP11-78C3.1	2.992
RP11-78E6.1	2.128
RP11-78F17.1	3.681
RP11-78F17.3	0.183
RP11-78H18.2	2.197
RP11-78H24.1	1.929
RP11-78I14.1	1.597
RP11-78O22.1	4.075
RP11-78O7.2	2.065
RP11-78O9.1	1.787
RP11-790I12.1	2.738
RP11-790I12.2	2.11
RP11-790I12.3	0.994
RP11-790I12.4	5.74
RP11-790I12.6	0.943
RP11-790J24.1	1.665
RP11-790J24.2	1.272
RP11-790L1.3	1.977
RP11-791G15.2	1.066
RP11-791G16.2	1.455
RP11-791G16.4	3.547
RP11-791G16.5	3.275
RP11-791M20.1	2.089
RP11-791O21.5	1.513
RP11-792A8.3	-0.262
RP11-792A8.4	
RP11-792D21.2	1.271
RP11-793A3.1	1.767
RP11-793A3.2	3.962
RP11-793B23.1	1.436
RP11-793H13.10	2.206
RP11-793H13.11	-0.635
RP11-793H13.3	0.883
RP11-793H13.8	1.301
RP11-793I11.1	1.083
RP11-793K1.1	1.25
RP11-793L10.1	2.743
RP11-794A8.1	4.472
RP11-794C22.2	
RP11-794G24.1	1.591
RP11-794M8.1	5.544
RP11-794M8.2	1.935
RP11-794P6.1	1.627
RP11-794P6.2	1.103
RP11-794P6.3	
RP11-794P6.6	0.903
RP11-795A2.2	1.952
RP11-795A2.3	2.915
RP11-795F19.5	1.437
RP11-795H16.2	4.146
RP11-795H16.3	4.279
RP11-795J1.1	2.142
RP11-795J1.2	0.008
RP11-796E10.1	2.094
RP11-796E2.4	3.081
RP11-796G6.1	0.632
RP11-796G6.2	1.836
RP11-796I2.1	1.784
RP11-796L2.1	2.124
RP11-797A18.3	0.957
RP11-797A18.4	0.373
RP11-797A18.6	0.498
RP11-797D24.3	1.11
RP11-797D24.4	0.567
RP11-797E24.3	0.763
RP11-797J4.1	-0.228
RP11-797M17.1	2.426
RP11-798G7.5	1.11
RP11-798K23.1	2.421
RP11-798K23.3	2.522
RP11-798K23.4	1.945
RP11-798K23.5	2.387
RP11-798K3.2	3.01
RP11-798K3.3	2.09
RP11-798K3.4	2.067
RP11-798L4.1	1.842
RP11-798M19.3	1.361
RP11-798M19.6	1.432
RP11-799B12.2	1.446
RP11-799B12.4	2.561
RP11-799D4.1	0.836
RP11-799D4.2	0.579
RP11-799D4.3	0.992
RP11-799D4.4	0.761
RP11-799M12.2	-1.006
RP11-799N11.1	2.563
RP11-799O21.2	2.716
RP11-799P8.1	1.862
RP11-79C6.1	1.67
RP11-79C6.3	0.415
RP11-79E3.1	
RP11-79E3.2	2.592
RP11-79E3.3	4.545
RP11-79H23.3	3.357
RP11-79J24.1	1.682
RP11-79L21.1	
RP11-79L9.2	1.429
RP11-79M19.2	1.009
RP11-79M21.3	2.17
RP11-79N23.1	2.394
RP11-79O8.1	1.391
RP11-79P5.2	
RP11-79P5.3	1.794
RP11-79P5.5	1.081
RP11-79P5.7	0.841
RP11-79P5.9	0.754
RP11-7C6.1	2.15
